alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       HNCO                     NH3                      NH2                      HCN                      NCO                      CN                       N2H3                     N2H4                     S3                       S4                       CO2                      SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
8.8250000000000000e+01   2.3131309743531960e-07   1.8000000000000000e+02   9.3121216717773516e+12   9.8928133000000007e+05   8.7822644947376373e-04   1.1442856130374623e-05   6.3190191736568846e-09   1.8387628737413455e-04   9.0044901231815527e-12   1.2267189199948236e-14   2.5212465527668174e-20   1.7627530843628204e-02   4.0689519129263659e-03   2.4876248222291759e-13   1.9164761256492003e-09   2.7771816439230970e-07   3.1801855149310282e-13   4.0367544062625608e-11   1.4989080174624920e-11   9.4006842730446623e-18   2.6052206352860474e-18   7.8585285855629492e-14   1.1867895633177304e-27   5.0524960011064605e-03   3.0470582194717301e-13   6.1867188154377902e-14   1.2709361914028525e-12   2.2724938457909953e-13   8.4696973909799822e-20   1.9981943624430273e-21   5.8225263278160490e-23   1.7027153350567007e-25   1.8284647110336688e-19   8.3278541783488843e-26   8.6639854684877198e-26   2.8015210611808078e-19   6.2725087032867539e-14   1.1903663339752923e-13   6.3068737623366266e-21   1.6293405240150480e-09   3.9333760185248537e-17   5.1530640351466262e-19   6.2902259505036223e-17   1.7665340018443571e-12   5.8108335683887253e-13   1.4829039131901322e-17   2.2089160672031076e-18   1.4504590983287547e-20   1.0699846930674588e-18   2.0853707572259881e-22   2.0000841074432640e-17   1.4700231095351673e-17   4.0630995749407090e-09   1.6092735263664258e-18   1.7244742508753270e-23   1.4171159251578308e-16   1.7253169796815537e-23   2.5422574406134156e-17   5.3887363683980546e-15   2.3880934243814585e-12   3.6725021680883457e-09   8.2120800975197863e-13   1.0333044438657560e-20   1.4150176634144321e-18   5.3988158012435016e-07   1.2138696012109675e-16   1.7226325394421481e-13   1.3175780783271887e-30   3.7099483729534978e-29   4.6948356335707505e-34   1.3407149147790703e-44   1.6138874752336919e-03   9.9999993504564039e-39   9.9999993504564039e-39   2.4721430095330132e-16   1.6047636118468928e-19   2.1503868602397403e-33   4.5872517571007148e-33   3.2956531951671989e-05   2.7383499303077231e-08   9.3056630932043856e+02   1.0987680274805443e+03   4.3472988987437340e+00   4.3472988987437340e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.8750000000000000e+01   2.1191105044889818e-07   1.8000000000000000e+02   8.5310408587048525e+12   9.8928133000000007e+05   8.9846380182848887e-04   1.1041114035738609e-05   5.9002325412827335e-09   1.8421253424735982e-04   8.8901138157604085e-12   1.0312691481343864e-14   1.9253362854367103e-20   1.7634104492214506e-02   4.0726503563184953e-03   2.3867513997444347e-13   1.7844192076629392e-09   2.6018679733340226e-07   3.0490449000223358e-13   3.7877267334292865e-11   1.4797493628495817e-11   8.5726592412635882e-18   2.4784650425098527e-18   6.9578570301655270e-14   9.0302723419147425e-28   5.4717762248880746e-03   3.7076167843069416e-13   6.5153225950302475e-14   1.1723518873767560e-12   2.2046244728561036e-13   7.2146930542203714e-20   1.5951872946274638e-21   5.2140985661568989e-23   1.4502427996366879e-25   1.5549603007673936e-19   7.3553986099985711e-26   7.8310039340527567e-26   2.7133997988029022e-19   6.1324199031536657e-14   1.1449515695331069e-13   5.2633614476117666e-21   1.6231885916342245e-09   3.5726451728276113e-17   5.0152831702008953e-19   6.0848140547343245e-17   1.7679013296002714e-12   5.6506967411623168e-13   1.5386513090980316e-17   2.3605049680401495e-18   1.3054481841199637e-20   1.0824715218077326e-18   2.1273346643689501e-22   1.9672190765190170e-17   1.3365157507994673e-17   4.2347371086516815e-09   1.3379188547838559e-18   1.3046114444602937e-23   1.1575278225196589e-16   1.5980260903225611e-23   2.1127952897556311e-17   4.9973679364722461e-15   1.9319160713018313e-12   3.3894237243646132e-09   7.2434655686694453e-13   7.6188709157787903e-21   1.1924474832084297e-18   5.2451911392156316e-07   1.0770137564365935e-16   1.6881213610499414e-13   9.6696483372040171e-31   2.5232070780638077e-29   3.8121061083246736e-34   9.5817454615949432e-45   1.5775657312185687e-03   9.9999993504564039e-39   9.9999993504564039e-39   1.9631101318456156e-16   1.2748377523459080e-19   1.9700170179612629e-33   4.2024829086584021e-33   2.3975405351142205e-05   1.9929030567996299e-08   1.0156093826462245e+03   1.1991828060870198e+03   4.7445921661711363e+00   4.7445921661711363e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.9250000000000000e+01   1.9414356299043033e-07   1.8000000000000000e+02   7.8157635706935459e+12   9.8928133000000007e+05   9.1932691762226467e-04   1.0660637490401961e-05   5.5233635835919066e-09   1.8452555080804327e-04   8.7762985619166305e-12   8.6708500127896055e-15   1.4766077427257956e-20   1.7640879772253298e-02   4.0758020808157290e-03   2.2957180935246264e-13   1.6642192095095103e-09   2.4442320887620217e-07   2.9310342259369736e-13   3.5595732126607079e-11   1.4607024800410282e-11   7.8165564543577107e-18   2.3596473324799938e-18   6.1583926116152663e-14   6.8794338053959587e-28   5.9206316011163581e-03   4.4127312376201570e-13   6.7048625974008078e-14   1.0737224977455455e-12   2.1107607722662544e-13   6.0981541384395170e-20   1.2764338136092413e-21   4.6849756907282615e-23   1.2379702814412849e-25   1.3253345523367535e-19   6.5231282318347398e-26   7.0867792751458694e-26   2.6310537697793231e-19   6.0197502584064316e-14   1.1034412529960706e-13   4.4064332593672138e-21   1.6165918538640916e-09   3.2446696671977758e-17   4.8863621761992520e-19   5.8923726126064687e-17   1.7713362423094495e-12   5.5064977462405141e-13   1.5958359942909530e-17   2.5248073809409148e-18   1.1760050053562596e-20   1.0929127032933877e-18   2.1551506970417770e-22   1.9303350017673413e-17   1.2122545159113773e-17   4.3950046785606908e-09   1.1120094092990578e-18   9.8731792090047535e-24   9.4599391442291968e-17   1.4766314597049557e-23   1.7494581723878591e-17   4.6137399944698917e-15   1.5592341624334536e-12   3.1174778595378466e-09   6.3987210330423756e-13   5.6467134339189689e-21   1.0082183386001477e-18   5.1007074395499572e-07   9.5781746867650953e-17   1.6571362388547213e-13   7.1431902909530860e-31   1.7256605459364743e-29   3.0757016862547996e-34   6.7788260236509342e-45   1.5406448264344223e-03   9.9999993504564039e-39   9.9999993504564039e-39   1.5260694981126649e-16   9.9147189377722058e-20   1.8048427498641131e-33   3.8501295876973540e-33   1.7075168478861215e-05   1.4199761699245648e-08   1.1083835672083026e+03   1.3087261097198711e+03   5.1780026424763319e+00   5.1780026424763319e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.9750000000000000e+01   1.7787258925317355e-07   1.8000000000000000e+02   7.1607324079985898e+12   9.8928133000000007e+05   9.4087671142279155e-04   1.0300780620263132e-05   5.1847940146799275e-09   1.8481720027021043e-04   8.6629440624666916e-12   7.2922798045786539e-15   1.1375532192092891e-20   1.7647842253672472e-02   4.0784080818591995e-03   2.2142343262584528e-13   1.5550859511921025e-09   2.3028063951698572e-07   2.8256919173793301e-13   3.3507126248143208e-11   1.4417476848578112e-11   7.1261444873713353e-18   2.2476774956165748e-18   5.4491570418202736e-14   5.2471620568979075e-28   6.4006405400973037e-03   5.1393233116318203e-13   6.7444046704809295e-14   9.7682019856993981e-13   1.9967157944411894e-13   5.1169224858497711e-20   1.0239084647400539e-21   4.2241423260539803e-23   1.0592433326588909e-25   1.1322699080226813e-19   5.8072580867816402e-26   6.4208855018283247e-26   2.5541756936898847e-19   5.9317039631801453e-14   1.0657597315195465e-13   3.7016692833605073e-21   1.6095532422161695e-09   2.9471008347281705e-17   4.7659140940174183e-19   5.7121895214973295e-17   1.7768202400487291e-12   5.3784333876826798e-13   1.6553642655737918e-17   2.7028686516165088e-18   1.0603168477096907e-20   1.1016523609846612e-18   2.1692701561740959e-22   1.8903067378073408e-17   1.0970948933278329e-17   4.5428020970694864e-09   9.2473794310880955e-19   7.4808019980885660e-24   7.7357375252136554e-17   1.3612091045873634e-23   1.4435596016399416e-17   4.2400580918425543e-15   1.2557815320386357e-12   2.8581248910790018e-09   5.6616718367169553e-13   4.2077098578985020e-21   8.5536334110043223e-19   4.9653250074740385e-07   8.5397524271657281e-17   1.6296782449802018e-13   5.3126718815597342e-31   1.1871061609713278e-29   2.4661276476553430e-34   4.7488157012612161e-45   1.5031729331821840e-03   9.9999993504564039e-39   9.9999993504564039e-39   1.1590295497184004e-16   7.5340152266329370e-20   1.6535807222667068e-33   3.5274541590531049e-33   1.1881498714139947e-05   9.8858308153553018e-09   1.2095861851481809e+03   1.4282213028897932e+03   5.6507879873501761e+00   5.6507879873501761e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.0250000000000000e+01   1.6297176064828923e-07   1.8000000000000000e+02   6.5608600682242148e+12   9.8928133000000007e+05   9.6317528826130429e-04   9.9608831003413491e-06   4.8812955540447865e-09   1.8508919419346699e-04   8.5499828468554377e-12   6.1351728662029609e-15   8.8045005609339380e-21   1.7654974827884477e-02   4.0804705409300899e-03   2.1420513221716015e-13   1.4562740079720965e-09   2.1762848472255974e-07   2.7326278380967136e-13   3.1596920444559889e-11   1.4228712153455824e-11   6.4957468816909580e-18   2.1416742346697565e-18   4.8202836445357754e-14   4.0069938955466338e-28   6.9134207988116401e-03   5.8634096546085782e-13   6.6375691749306703e-14   8.8329081518310080e-13   1.8690632879730956e-13   4.2653976950287930e-20   8.2350278865944775e-22   3.8220929542876465e-23   9.0854451316625376e-26   9.6970863723579434e-20   5.1886677759416176e-26   5.8241757781969620e-26   2.4825053936150987e-19   5.8660613964710935e-14   1.0318486302064890e-13   3.1211153799456834e-21   1.6020766069052722e-09   2.6776957224483214e-17   4.6536198491282623e-19   5.5436580707963177e-17   1.7843183862660566e-12   5.2667827092411645e-13   1.7183118354070322e-17   2.8957852745609824e-18   9.5678899199931968e-21   1.1090977203653507e-18   2.1705848131057619e-22   1.8480484257674886e-17   9.9081868056935530e-18   4.6773270268556059e-09   7.7013679263243996e-19   5.6800856857606511e-24   6.3299082069395251e-17   1.2518375681611879e-23   1.1872384454485384e-17   3.8784018912445745e-15   1.0094800533180146e-12   2.6124925739073560e-09   5.0182873357031722e-13   3.1531129615070025e-21   7.2822756706767829e-19   4.8389714617730957e-07   7.6347459185164037e-17   1.6057496747878247e-13   3.9788884591687078e-31   8.2160930627421760e-30   1.9654418109510238e-34   3.2952526265250999e-45   1.4652055263440740e-03   9.9999993504564039e-39   9.9999993504564039e-39   8.5812457107813928e-17   5.5814675416045428e-20   1.5150561579687964e-33   3.2319505625949512e-33   8.0599135706036088e-06   6.7102455703053698e-09   1.3199766976764552e+03   1.5585651209373591e+03   6.1664961537763121e+00   6.1664961537763121e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.0750000000000000e+01   1.4932539653078679e-07   1.8000000000000000e+02   6.0114895204752148e+12   9.8928133000000007e+05   9.8628569380799125e-04   9.6402737651693637e-06   4.6099941806919297e-09   1.8534309131554318e-04   8.4373775819519178e-12   5.1641879795676730e-15   6.8476346567893395e-21   1.7662257476173487e-02   4.0819927520046968e-03   2.0789645166383995e-13   1.3670820423042166e-09   2.0635085768492665e-07   2.6515256697708063e-13   2.9851766837892974e-11   1.4040647163488680e-11   5.9201881362173649e-18   2.0409274620921086e-18   4.2629199150237388e-14   3.0636898267019021e-28   7.4606281807695516e-03   6.5625250538830165e-13   6.4002391352208178e-14   7.9451952260493606e-13   1.7342944378821447e-13   3.5354476937952832e-20   6.6416656028071956e-22   3.4706481853170957e-23   7.8129541050736501e-26   8.3263159182325215e-20   4.6518879720379068e-26   5.2886149389717058e-26   2.4158241819582377e-19   5.8210988033697687e-14   1.0016669241751534e-13   2.6420572580318167e-21   1.5941668268377582e-09   2.4343117030810525e-17   4.5492207176307861e-19   5.3862638071741450e-17   1.7937755995915484e-12   5.1719144128406026e-13   1.7858513908094944e-17   3.1046946164668502e-18   8.6401776017803398e-21   1.1157069539933520e-18   2.1603428216119186e-22   1.8044812607270836e-17   8.9314152668024360e-18   4.7980725265065074e-09   6.4300991550113014e-19   4.3262376595215357e-24   5.1832476400880033e-17   1.1485871807938853e-23   9.7343871126456901e-18   3.5306775765362929e-15   8.1015846517507996e-13   2.3813742152410358e-09   4.4564009969900634e-13   2.3766892826211950e-21   6.2221631312212658e-19   4.7215428420554576e-07   6.8456149113578495e-17   1.5853543856829406e-13   3.0013992272219957e-31   5.7225279627239025e-30   1.5573366491403744e-34   2.2659274118142058e-45   1.4268049808337045e-03   9.9999993504564039e-39   9.9999993504564039e-39   6.1785926040845569e-17   4.0216930789639979e-20   1.3881936395308603e-33   2.9613246945826418e-33   5.3172970984083022e-06   4.4301685896156505e-09   1.4403821395770103e+03   1.7007340868347048e+03   6.7289907762473602e+00   6.7289907762473602e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.1250000000000000e+01   1.3682759890102811e-07   1.8000000000000000e+02   5.5083575601671465e+12   9.8928133000000007e+05   1.0102716681377377e-03   9.3382737079971692e-06   4.3683374571556622e-09   1.8558029680867982e-04   8.3251185627003000e-12   4.3494932209977219e-15   5.3524765955250718e-21   1.7669667021851423e-02   4.0829790283272143e-03   2.0248153377475512e-13   1.2868516255402404e-09   1.9634527525555277e-07   2.5821457744105950e-13   2.8259404050953485e-11   1.3853247635959611e-11   5.3947460357789259e-18   1.9448673432415353e-18   3.7691358248768564e-14   2.3454122185314845e-28   8.0439554275567333e-03   7.2175243269874678e-13   6.0566739825154478e-14   7.1155367913089427e-13   1.5981836596393770e-13   2.9168446828975478e-20   5.3723798389422708e-22   3.1628083260206853e-23   6.7369374508426934e-26   7.1687654782677217e-20   4.1843214315721552e-26   4.8071387557876838e-26   2.3539496858958387e-19   5.7955224049643927e-14   9.7519121118009235e-14   2.2460277665805024e-21   1.5858298919690170e-09   2.2149036085782413e-17   4.4525111792254828e-19   5.2395723852324989e-17   1.8051134202180058e-12   5.0942955351506153e-13   1.8591826199671908e-17   3.3307620513394634e-18   7.8076748515426521e-21   1.1219770293547925e-18   2.1400511637779100e-22   1.7605047985171877e-17   8.0372233106308035e-18   4.9048113704003089e-09   5.3886575825017711e-19   3.3088449038366734e-24   4.2475977559460192e-17   1.0515089203352352e-23   7.9588135671664986e-18   3.1985750197304629e-15   6.4929752300992023e-13   2.1652418333269228e-09   3.9654659433866948e-13   1.8023404211421964e-21   5.3359178311135680e-19   4.6129047502440106e-07   6.1570916627027494e-17   1.5684976171363442e-13   2.2807649965160542e-31   4.0119687760024565e-30   1.2271821062097742e-34   1.5447744550871194e-45   1.3880400088188932e-03   9.9999993504564039e-39   9.9999993504564039e-39   4.3146980588245889e-17   2.8110530188914361e-20   1.2720086932267135e-33   2.7134764543720732e-33   3.4024504171774641e-06   2.8373988991214773e-09   1.5717030154909405e+03   1.8557914732345384e+03   7.3424787162640541e+00   7.3424787162640541e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.1750000000000000e+01   1.2538142393674528e-07   1.8000000000000000e+02   5.0475614568524268e+12   9.8928133000000007e+05   1.0351974082040947e-03   9.0541989563478481e-06   4.1540646366330412e-09   1.8580206189451414e-04   8.2132209678177626e-12   3.6659417650757766e-15   4.2055584373108598e-21   1.7677176864411431e-02   4.0834345915504019e-03   1.9794923428071910e-13   1.2149654431327488e-09   1.8752145518045760e-07   2.5243274232954099e-13   2.6808568629240857e-11   1.3666523569627404e-11   4.9151091422550001e-18   1.8530385937560694e-18   3.3318381336941733e-14   1.7978986573559466e-28   8.6651313493004110e-03   7.8136119609173650e-13   5.6352052469104314e-14   6.3508098159166772e-13   1.4654148252208990e-13   2.3979878682200340e-20   4.3592132440023029e-22   2.8926238009806247e-23   5.8257923794767128e-26   6.1898892100390757e-20   3.7756417212271666e-26   4.3735346624831252e-26   2.2967309221437436e-19   5.7884142751281011e-14   9.5241606717153620e-14   1.9180022117223796e-21   1.5770729567583364e-09   2.0175224629611977e-17   4.3633318781869067e-19   5.1032180311690545e-17   1.8182274164454754e-12   5.0345008303666740e-13   1.9394734995175472e-17   3.5751649215904310e-18   7.0595070865981098e-21   1.1284323031737268e-18   2.1113745051690158e-22   1.7169729166872048e-17   7.2217376254287037e-18   4.9975699800965105e-09   4.5385053654675664e-19   2.5441184606646046e-24   3.4837913562861747e-17   9.6062410363636067e-24   6.4902747770139659e-18   2.8835317339150806e-15   5.1980011726796662e-13   1.9642714649483621e-09   3.5363416390666815e-13   1.3753816939505166e-21   4.5930912919779100e-19   4.5128935525077305e-07   5.5559045919053100e-17   1.5551864213391431e-13   1.7462642831544379e-31   2.8318454684241481e-30   9.6202620565393196e-35   1.0446651926478608e-45   1.3489849463240383e-03   9.9999993504564039e-39   9.9999993504564039e-39   2.9137156628886834e-17   1.9005459855631320e-20   1.1656000872458896e-33   2.4864833147740418e-33   2.1054651447961908e-06   1.7578800329091560e-09   1.7149196954760141e+03   2.0248948540397469e+03   8.0115399402855125e+00   8.0115399402855125e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.2250000000000000e+01   1.1489812381938076e-07   1.8000000000000000e+02   4.6255284319306396e+12   9.8928133000000007e+05   1.0611273438478257e-03   8.7873628075360188e-06   3.9651792886798211e-09   1.8600948373903887e-04   8.1017224799022259e-12   3.0923638027205558e-15   3.3222133456528637e-21   1.7684756693715230e-02   4.0833654459133222e-03   1.9429315060934019e-13   1.1508448721701469e-09   1.7980021360010727e-07   2.4779918795630502e-13   2.5488912413145250e-11   1.3480524812809587e-11   4.4773391472283065e-18   1.7650791653729913e-18   2.9446908215879320e-14   1.3801101310249001e-28   9.3259202335156111e-03   8.3406451184801170e-13   5.1644283824654478e-14   5.6545117949735226e-13   1.3394480556052553e-13   1.9666944333159341e-20   3.5487952361358378e-22   2.6550731836370186e-23   5.0532307415461680e-26   5.3609897857281024e-20   3.4173275077063302e-26   3.9823401264127945e-26   2.2440437031017181e-19   5.7991877289393242e-14   9.3335458570009010e-14   1.6457474500633514e-21   1.5679043642565038e-09   1.8403155099077127e-17   4.2815627837741331e-19   4.9768927045630720e-17   1.8329853659642247e-12   4.9932234263202903e-13   2.0278169624084205e-17   3.8390744020547372e-18   6.3861101589883583e-21   1.1356146161558271e-18   2.0760392628319719e-22   1.6746752731945946e-17   6.4807321821781911e-18   5.0765950988194285e-09   3.8468224916687965e-19   1.9687562665869527e-24   2.8599760871819557e-17   8.7591596547169079e-24   5.2803348995668142e-18   2.5867052998605186e-15   4.1578526355442655e-13   1.7783773183109818e-09   3.1611078901434071e-13   1.0563855576214555e-21   3.9688412153013544e-19   4.4213176796470007e-07   5.0305294055580538e-17   1.5454294468552883e-13   1.3473695164681609e-31   2.0128652609643680e-30   7.5055435040740791e-35   7.0118543241317385e-46   1.3097189050932381e-03   9.9999993504564039e-39   9.9999993504564039e-39   1.8965005164450840e-17   1.2389868817629740e-20   1.0681427833825235e-33   2.2785852864445334e-33   1.2558379199321279e-06   1.0501644160135656e-09   1.8710993501531611e+03   2.2093042930914567e+03   8.7411599184526345e+00   8.7411599184526345e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.2750000000000000e+01   1.0529645287555475e-07   1.8000000000000000e+02   4.2389877255347173e+12   9.8928133000000007e+05   1.0881259316272802e-03   8.5370779028744468e-06   3.7999242102846318e-09   1.8620350553697360e-04   7.9906805792799560e-12   2.6109594454773415e-15   2.6390958868524359e-21   1.7692372182071158e-02   4.0827782405844764e-03   1.9151152358260098e-13   1.0939468753727205e-09   1.7311245328253903e-07   2.4431457230504926e-13   2.4290925543705634e-11   1.3295336191617799e-11   4.0778369519483950e-18   1.6807024013627369e-18   2.6020413666205985e-14   1.0609730706340060e-28   1.0028121562501140e-02   8.7928747687389068e-13   4.6703948042437115e-14   5.0272569703740312e-13   1.2225677624424878e-13   1.6109049526850646e-20   2.8991645777254232e-22   2.4459458966429381e-23   4.3973673570305739e-26   4.6582075378944324e-20   3.1022999815692667e-26   3.6287548674325168e-26   2.1957861923017673e-19   5.8275501218833348e-14   9.1803892944095255e-14   1.4192948042351468e-21   1.5583336412083256e-09   1.6815266732822564e-17   4.2071163221596407e-19   4.8603356724978072e-17   1.8492263165650386e-12   4.9712858880720600e-13   2.1252031614067647e-17   4.1236348691904476e-18   5.7790802510552211e-21   1.1440750938196991e-18   2.0357490494381048e-22   1.6343241157914353e-17   5.8097363617254752e-18   5.1423162574823165e-09   3.2858616947194938e-19   1.5351231381844444e-24   2.3502484577025724e-17   7.9732382285185246e-24   4.2869980929358548e-18   2.3089554816369562e-15   3.3240489618384196e-13   1.6072514684259970e-09   2.8329027712361341e-13   8.1682636791933615e-22   3.4428648094884174e-19   4.3379590456367681e-07   4.5709695732116939e-17   1.5392371227677454e-13   1.0478120698230188e-31   1.4410538790410884e-30   5.8301182363777071e-35   4.6741107307011875e-46   1.2703248113424275e-03   9.9999993504564039e-39   9.9999993504564039e-39   1.1854385041677921e-17   7.7613815018194681e-21   9.7888148662554834e-34   2.0881711577310266e-33   7.1938348067732688e-07   6.0287937393531257e-10   2.0414034687479270e+03   2.4103912211114857e+03   9.5367647464049892e+00   9.5367647464049892e+00   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.3250000000000000e+01   9.6502032564030713e-08   1.8000000000000000e+02   3.8849450323985820e+12   9.8928133000000007e+05   1.1162574700916391e-03   8.3026581080361431e-06   3.6567584091550067e-09   1.8638491668745812e-04   7.8801697888074424e-12   2.2067792988350000e-15   2.1086821073215709e-21   1.7699984651891747e-02   4.0816801236496485e-03   1.8960701264994580e-13   1.0437601667029282e-09   1.6739823408331726e-07   2.4198840609140922e-13   2.3205864822646758e-11   1.3111072608718249e-11   3.7133122507591368e-18   1.5996820995509621e-18   2.2988528774852725e-14   8.1693518267826744e-29   1.0773570059109986e-02   9.1683304017629741e-13   4.1749309111052547e-14   4.4674027276719853e-13   1.1160420841073626e-13   1.3192227611889093e-20   2.3772907068272945e-22   2.2617321180256487e-23   3.8399674456896422e-26   4.0616874964001830e-20   2.8246390311235882e-26   3.3085643820883649e-26   2.1518746721464609e-19   5.8734704172642289e-14   9.0652105464477240e-14   1.2305130600695320e-21   1.5483714654071794e-09   1.5394974075648617e-17   4.1399305669441653e-19   4.7533235905346980e-17   1.8667605859923134e-12   4.9696525698327112e-13   2.2325049505024080e-17   4.4299414866801356e-18   5.2310413750831494e-21   1.1543680034080078e-18   1.9921156199251334e-22   1.5965463711552257e-17   5.2041369352871079e-18   5.1953067175821595e-09   2.8323278534133362e-19   1.2074957320642987e-24   1.9335413970461703e-17   7.2474016956346792e-24   3.4741503289350211e-18   2.0508366796863235e-15   2.6568234019166103e-13   1.4504061061241336e-09   2.5457814869603125e-13   6.3599244563319510e-22   2.9985384443660701e-19   4.2625746060142627e-07   4.1685613697706867e-17   1.5366217227166104e-13   8.2143514086612828e-32   1.0393265963057288e-30   4.5109643578806156e-35   3.0963797592186671e-46   1.2308883577769553e-03   9.9999993504564039e-39   9.9999993504564039e-39   7.0867882619509421e-18   4.6545819972350249e-21   8.9712474180216095e-34   1.9137659015046627e-33   3.9414280953315984e-07   3.3135596981834712e-10   2.2270960065197846e+03   2.6296480557957748e+03   1.0404259207390862e+01   1.0404259207390862e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.3750000000000000e+01   8.8446770304722588e-08   1.8000000000000000e+02   3.5606591052788335e+12   9.8928133000000007e+05   1.1455859392965669e-03   8.0834202570046101e-06   3.5343359766889225e-09   1.8655435295756605e-04   7.7702791078820689e-12   1.8672809815072312e-15   1.6952181665210285e-21   1.7707550716467586e-02   4.0800785913953745e-03   1.8858627509934490e-13   9.9980067501912835e-10   1.6260591813819619e-07   2.4083938658301643e-13   2.2225687169755271e-11   1.2927874503378262e-11   3.3807562287868877e-18   1.5218400368999046e-18   2.0306419343726947e-14   6.3012839567868728e-29   1.1564136069843401e-02   9.4680382987938309e-13   3.6949531588424538e-14   3.9716904068273898e-13   1.0203322034848041e-13   1.0812665674193802e-20   1.9571396365607681e-22   2.0995217397371416e-23   3.3658248460539201e-26   3.5548923670577195e-20   2.5793594180169279e-26   3.0180726909625800e-26   2.1122395963176868e-19   5.9371480820368782e-14   8.9887345872771637e-14   1.0727627135113499e-21   1.5380296073411510e-09   1.4126673053985841e-17   4.0799625641847534e-19   4.6556611692553623e-17   1.8853707142235601e-12   4.9894424869044488e-13   2.3504729194765305e-17   4.7590167310269536e-18   4.7355273628112921e-21   1.1670464516774631e-18   1.9466067572701807e-22   1.5618801257646280e-17   4.6592704721724332e-18   5.2362450111997675e-09   2.4667909131479154e-19   9.5915949480296682e-25   1.5927188752303414e-17   6.5801064059233315e-24   2.8109778883643354e-18   1.8126007580514451e-15   2.1237117994720329e-13   1.3072159002504861e-09   2.2945935319634846e-13   4.9879139981859731e-22   2.6222236512489142e-19   4.1948980690346164e-07   3.8158011716882786e-17   1.5375972172617770e-13   6.4928567214115067e-32   7.5529994250070806e-31   3.4782974870785423e-35   2.0397913114248476e-46   1.1914968987406520e-03   9.9999993504564039e-39   9.9999993504564039e-39   4.0333906897000856e-18   2.6618668995420552e-21   8.2223953076025329e-34   1.7540191497529564e-33   2.0559850890680251e-07   1.7367846335206749e-10   2.4295522114533760e+03   2.8686986239476878e+03   1.1350068007665534e+01   1.1350068007665534e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
